bucket,fwd,hit_rate,instrument,label,lookback,mean_abs_signal,mean_signed_fwd,n,side
1,3,0.45403899721448465,GC,Q1_weakest,60,0.008779471811578565,-0.0015294859626455418,359,SHORT
2,3,0.5069637883008357,GC,Q2,60,0.026108509026824493,0.0007482077471405523,359,SHORT
3,3,0.5083333333333333,GC,Q3,60,0.04395170375312856,-8.28233049235547e-05,360,SHORT
4,3,0.49303621169916434,GC,Q4,60,0.06435443596528884,-0.00033119684668596154,359,SHORT
5,3,0.46111111111111114,GC,Q5_strongest,60,0.10930799468908867,-0.0014299520458510954,360,SHORT
1,5,0.5845824411134903,GC,Q1_weakest,60,0.010211580331827886,0.0031661505044581796,467,LONG
2,5,0.5918803418803419,GC,Q2,60,0.029301381980482794,0.003156267913919353,468,LONG
3,5,0.5160599571734475,GC,Q3,60,0.05208004588398225,0.001008550335456539,467,LONG
4,5,0.532051282051282,GC,Q4,60,0.08581656339873127,0.0012001134500781291,468,LONG
5,5,0.4829059829059829,GC,Q5_strongest,60,0.1500716235264262,-0.0008770712561077776,468,LONG
1,5,0.467966573816156,GC,Q1_weakest,60,0.008779471811578565,-0.002661031632976466,359,SHORT
2,5,0.5153203342618384,GC,Q2,60,0.026108509026824493,0.0010169244661715777,359,SHORT
3,5,0.4623955431754875,GC,Q3,60,0.0439268156737236,-0.00040597733244647515,359,SHORT
4,5,0.4818941504178273,GC,Q4,60,0.06434801853485639,0.00026543995231596926,359,SHORT
5,5,0.40668523676880225,GC,Q5_strongest,60,0.1094000734015772,-0.003124528089242154,359,SHORT
1,10,0.5588865096359743,GC,Q1_weakest,60,0.010211580331827886,0.0047860126943324735,467,LONG
2,10,0.6132478632478633,GC,Q2,60,0.029301381980482794,0.007053208130648668,468,LONG
3,10,0.5096359743040685,GC,Q3,60,0.05208004588398225,0.0039545789761221434,467,LONG
4,10,0.5384615384615384,GC,Q4,60,0.08581656339873127,0.0021030563450867446,468,LONG
5,10,0.46794871794871795,GC,Q5_strongest,60,0.1500716235264262,-0.0027125492767437753,468,LONG
1,10,0.43575418994413406,GC,Q1_weakest,60,0.008754860234918253,-0.005349544388735191,358,SHORT
2,10,0.5391061452513967,GC,Q2,60,0.026032379875439066,0.0013896457385519174,358,SHORT
3,10,0.48324022346368717,GC,Q3,60,0.043806164677915635,-0.0006080584594864325,358,SHORT
4,10,0.4664804469273743,GC,Q4,60,0.06411848409680188,0.0005283482060070962,358,SHORT
5,10,0.42178770949720673,GC,Q5_strongest,60,0.10871181943745101,-0.005030086178975979,358,SHORT
