aligned_1h_4h,candidate,depth_bucket,direction,entry_fill,entry_theo,entry_ts,exit_px,exit_ts,extras,hold_sec,horizon,htf_age,htf_return,htf_strength,instrument,mae_points,mfe_points,outcome,points,points_after_cost,r_after_cost,r_multiple,reach_1r,reach_2r,retracement,risk_points,signal_hhmm,status,stop,target,target_r,trading_date,vwap_aligned,year
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,7047.25,7047.5,1584625500,7110.25,1584625860,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": -29.5, ""prior_ret"": 232.75, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",360,4h,1,-0.007802250914865749,medium,NQ,85.5,18.0,STOP_HIT,-63.0,-63.2,-1.0031746031746032,-1.0,False,False,0.4395833333333333,63.0,09:45,ENTERED,7110.25,6984.25,1.0,2020-03-19,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,7252.25,7252.5,1584727500,7265.0,1584727500,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1400_1530"", ""gap_points"": 160.5, ""prior_ret"": 91.25, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",0,4h,1,-0.007555813873978634,medium,NQ,37.0,3.0,STOP_HIT,-12.75,-12.95,-1.0156862745098039,-1.0,False,False,0.42424242424242425,12.75,14:05,ENTERED,7265.0,7239.5,1.0,2020-03-20,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,LONG,7673.5,7673.25,1585234800,7725.25,1585236660,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1030_1200"", ""gap_points"": 64.5, ""prior_ret"": -92.5, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BULLISH"", ""confirm_kind"": ""candle""}",1860,4h,1,0.029385964912280738,strong,NQ,33.25,60.75,TARGET_HIT,51.75,51.55,0.996135265700483,1.0,True,False,0.4743083003952569,51.75,11:00,ENTERED,7621.75,7725.25,1.0,2020-03-26,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,7602.25,7602.5,1585317300,7631.25,1585317420,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": -213.25, ""prior_ret"": 340.75, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",120,4h,1,-0.02337340202251481,strong,NQ,31.0,0.0,STOP_HIT,-29.0,-29.2,-1.006896551724138,-1.0,False,False,0.4006514657980456,29.0,09:55,ENTERED,7631.25,7573.25,1.0,2020-03-27,True,2020
False,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,7500.25,7500.5,1585759800,7532.0,1585760160,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1200_1400"", ""gap_points"": -230.5, ""prior_ret"": -49.0, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",360,4h,5,-0.017855987578443422,strong,NQ,31.5,0.75,STOP_HIT,-31.75,-31.95,-1.0062992125984251,-1.0,False,False,0.4248927038626609,31.75,12:50,ENTERED,7532.0,7468.5,1.0,2020-04-01,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,7477.75,7478.0,1585940700,7446.75,1585942920,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1400_1530"", ""gap_points"": -24.5, ""prior_ret"": 185.5, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",2220,4h,1,-0.015077370718158956,strong,NQ,18.25,35.75,TARGET_HIT,31.0,30.8,0.9935483870967742,1.0,True,False,0.4056047197640118,31.0,15:05,ENTERED,7508.75,7446.75,1.0,2020-04-03,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,LONG,7848.75,7848.5,1586182200,7867.75,1586183100,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": 283.5, ""prior_ret"": -78.5, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BULLISH"", ""confirm_kind"": ""candle""}",900,4h,4,0.00783004941916432,medium,NQ,18.0,21.0,TARGET_HIT,19.0,18.8,0.9894736842105264,1.0,True,False,0.452991452991453,19.0,10:10,ENTERED,7829.75,7867.75,1.0,2020-04-06,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,LONG,8151.5,8151.25,1586359500,8168.75,1586359560,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""1030_1200"", ""gap_points"": 75.25, ""prior_ret"": -242.0, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BULLISH"", ""confirm_kind"": ""candle""}",60,4h,1,0.008055199975022687,strong,NQ,0.5,21.0,TARGET_HIT,17.25,17.05,0.9884057971014493,1.0,True,False,0.512987012987013,17.25,11:25,ENTERED,8134.25,8168.75,1.0,2020-04-08,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,LONG,8538.5,8538.25,1586871900,8574.5,1586872440,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": 170.75, ""prior_ret"": 127.5, ""trend_1h"": ""BULLISH"", ""trend_4h"": ""BULLISH"", ""confirm_kind"": ""candle""}",540,4h,6,0.01295274646198119,strong,NQ,2.75,36.25,TARGET_HIT,36.0,35.8,0.9944444444444444,1.0,True,False,0.5118110236220472,36.0,09:45,ENTERED,8502.5,8574.5,1.0,2020-04-14,True,2020
True,HTF_4H_TREND_FIRST_PULLBACK_5M_CONFIRM,medium,SHORT,8502.5,8502.75,1586959500,8524.75,1586959560,"{""adverse_ticks"": 1.0, ""stop_buffer_ticks"": 1.0, ""tod"": ""0930_1030"", ""gap_points"": -138.75, ""prior_ret"": 194.75, ""trend_1h"": ""BEARISH"", ""trend_4h"": ""BEARISH"", ""confirm_kind"": ""candle""}",60,4h,3,-0.01696284329563813,strong,NQ,24.0,2.25,STOP_HIT,-22.25,-22.45,-1.0089887640449438,-1.0,False,False,0.45374449339207046,22.25,10:05,ENTERED,8524.75,8480.25,1.0,2020-04-15,True,2020
